ticket_id,created_at,resolved_at,severity,status,agent_id,category_id,branch_id,sla_met
337,2025-09-18 11:06:45,,High,Escalated,9,9,2,True
338,2026-01-24 10:20:20,2026-01-25 06:24:21,Critical,Resolved,7,2,5,True
339,2025-08-02 10:50:03,2025-08-02 18:33:37,Medium,Closed,3,6,7,True
340,2026-03-25 15:06:05,2026-03-25 16:57:53,Low,Closed,5,8,6,True
341,2026-03-09 14:07:52,,High,In Progress,6,4,5,True
342,2026-03-23 07:35:57,2026-03-23 11:19:00,Low,Resolved,1,10,7,True
343,2025-12-09 13:23:23,2025-12-10 05:50:42,Medium,Resolved,3,3,8,True
344,2025-11-18 16:36:33,,High,In Progress,7,9,3,False
345,2025-06-22 10:02:30,2025-06-22 11:00:13,Medium,Resolved,2,8,4,True
346,2026-04-17 22:34:24,,High,In Progress,3,2,5,True
347,2025-10-21 20:38:18,2025-10-22 03:50:38,Medium,Resolved,1,9,5,True
348,2025-11-15 08:32:11,2025-11-16 03:46:07,High,Resolved,9,1,3,True
349,2026-02-14 10:37:39,2026-02-14 21:07:32,Medium,Resolved,3,2,8,True
350,2026-05-09 07:10:09,2026-05-09 13:18:51,Low,Resolved,2,3,1,True
351,2025-08-20 14:55:49,2025-08-21 08:03:09,Medium,Resolved,6,5,2,True
352,2025-08-01 20:16:46,2025-08-01 23:09:37,Medium,Resolved,2,10,5,True
353,2025-08-05 16:38:40,2025-08-06 02:11:06,Medium,Resolved,10,3,2,True
354,2026-05-12 01:21:23,2026-05-12 05:33:28,Medium,Resolved,2,10,1,True
355,2026-01-12 11:19:33,2026-01-12 21:04:11,Medium,Resolved,8,7,6,True
356,2026-05-17 03:36:37,2026-05-18 03:28:21,High,Closed,5,8,4,True
357,2025-10-21 18:51:54,2025-10-21 23:59:53,Medium,Closed,1,9,1,True
358,2025-11-05 15:30:56,2025-11-05 17:22:20,Low,Closed,10,10,6,False
359,2025-07-06 13:50:52,2025-07-06 20:10:43,Medium,Closed,2,2,4,True
360,2025-11-27 21:16:13,2025-11-28 07:52:34,Medium,Closed,1,2,3,True
361,2026-03-01 01:38:49,2026-03-01 06:12:06,Low,Resolved,9,9,5,True
362,2026-03-29 15:44:53,2026-03-29 20:00:38,Low,Resolved,3,4,1,True
363,2025-11-02 15:00:36,2025-11-02 19:29:02,Low,Resolved,8,6,7,True
364,2026-04-10 16:12:58,2026-04-10 20:03:25,Low,Resolved,6,6,6,True
365,2026-05-03 16:16:55,2026-05-04 00:30:04,Medium,Closed,3,2,5,False
366,2025-12-01 08:24:15,2025-12-01 08:54:15,Medium,Closed,5,8,1,True
367,2026-02-24 21:06:08,2026-02-24 21:36:08,Low,Resolved,9,9,1,True
368,2025-10-13 16:17:44,,Medium,In Progress,2,8,6,True
369,2026-04-18 09:49:16,,Medium,Open,2,4,4,True
370,2026-05-12 11:31:37,2026-05-12 19:57:18,Medium,Closed,6,1,8,True
371,2025-12-09 17:49:30,2025-12-10 02:17:32,High,Resolved,8,8,1,False
372,2025-08-09 10:17:13,2025-08-09 15:23:33,Medium,Resolved,4,4,7,True
373,2025-08-06 16:43:20,2025-08-06 19:28:37,Low,Closed,10,5,8,True
374,2026-04-04 09:53:22,2026-04-04 14:19:00,Low,Resolved,10,4,3,True
375,2025-09-22 16:03:16,,Critical,In Progress,9,6,8,True
376,2026-03-13 12:23:42,2026-03-13 18:03:08,Medium,Resolved,5,2,8,True
377,2026-03-27 12:43:28,2026-03-27 17:03:41,Low,Resolved,2,10,3,True
378,2025-06-28 10:20:35,2025-06-28 14:02:31,Medium,Resolved,7,6,7,True
379,2025-11-05 07:08:27,2025-11-05 08:38:47,Low,Closed,10,6,8,True
380,2025-06-07 22:44:19,2025-06-07 23:14:19,Low,Resolved,1,8,1,False
381,2025-09-01 18:54:09,2025-09-01 21:55:41,Low,Closed,10,5,4,True
382,2026-05-01 11:35:36,2026-05-01 15:57:24,Low,Resolved,3,8,8,False
383,2025-11-16 13:16:11,2025-11-17 02:07:41,Medium,Resolved,10,9,5,True
384,2026-01-15 07:35:41,2026-01-15 11:45:21,Low,Resolved,10,8,5,True
385,2025-09-07 17:15:13,2025-09-08 02:57:21,Medium,Resolved,10,7,4,True
386,2026-04-25 09:18:44,2026-04-25 10:41:24,Low,Closed,3,7,4,True
387,2025-06-16 23:36:15,2025-06-17 18:12:54,Medium,Closed,3,1,3,True
388,2025-12-08 06:23:06,2025-12-08 11:07:39,Low,Resolved,1,3,1,True
389,2026-03-25 15:30:32,2026-03-26 14:19:15,High,Resolved,7,1,5,True
390,2026-03-11 04:06:26,,Low,Escalated,5,8,4,True
391,2025-12-17 14:40:04,2025-12-17 17:44:35,Low,Closed,10,5,6,True
392,2025-06-03 11:37:28,2025-06-03 15:41:22,Low,Closed,7,7,6,True
393,2025-07-28 17:39:22,2025-07-29 10:37:00,High,Resolved,8,2,4,True
394,2026-03-18 14:46:55,2026-03-19 21:52:14,Critical,Closed,3,3,2,True
395,2025-08-10 15:22:20,2025-08-11 02:22:50,High,Resolved,5,9,8,True
396,2025-11-19 11:34:51,2025-11-20 16:59:08,High,Closed,7,2,3,True
397,2026-03-04 15:52:25,2026-03-04 19:53:11,Low,Resolved,6,4,6,True
398,2025-07-10 17:04:01,2025-07-11 03:23:13,Medium,Closed,5,7,6,True
399,2025-06-16 16:45:40,2025-06-16 20:16:59,Low,Resolved,10,8,5,True
400,2025-10-15 13:52:28,2025-10-16 19:08:24,Critical,Resolved,4,8,1,True
401,2025-07-07 00:29:11,2025-07-07 00:59:11,Low,Resolved,2,9,2,True
402,2026-03-14 17:36:02,2026-03-14 18:44:26,Low,Resolved,2,9,7,True
403,2025-10-01 18:59:44,2025-10-01 23:45:15,Low,Resolved,3,3,8,True
404,2026-03-22 18:16:04,2026-03-22 18:46:04,High,Resolved,6,4,7,True
405,2025-09-22 08:18:55,2025-09-22 13:48:33,Low,Resolved,2,5,1,True
406,2025-07-04 12:09:11,2025-07-04 14:22:47,Low,Closed,8,9,3,True
407,2026-02-25 08:38:01,2026-02-26 10:28:09,High,Resolved,4,2,6,True
408,2025-11-06 11:15:49,2025-11-07 06:57:35,High,Resolved,8,6,7,True
409,2025-09-29 09:20:45,2025-09-29 14:10:41,High,Closed,7,5,1,True
410,2025-08-22 13:09:17,2025-08-22 19:24:57,Low,Resolved,5,8,2,True
411,2025-12-31 13:41:05,2026-01-01 00:15:57,Medium,Resolved,2,3,8,True
412,2026-02-18 15:13:13,2026-02-19 20:16:58,Critical,Resolved,5,7,6,True
413,2025-08-14 09:48:03,2025-08-14 11:57:00,Low,Closed,3,3,6,True
414,2025-10-09 08:19:15,2025-10-09 19:01:55,Medium,Resolved,4,5,1,True
415,2026-02-22 07:24:57,2026-02-22 11:36:39,Low,Resolved,10,10,3,True
416,2026-02-06 23:47:08,2026-02-07 02:12:39,Low,Resolved,3,1,8,True
417,2025-12-12 04:56:21,2025-12-12 07:57:02,Medium,Resolved,10,4,7,True
418,2025-06-13 15:19:09,2025-06-14 05:39:13,High,Resolved,6,8,1,True
419,2026-05-04 07:35:56,2026-05-04 17:03:00,Medium,Closed,3,1,5,True
420,2025-12-16 22:26:31,2025-12-17 01:25:45,Low,Resolved,2,2,7,True
421,2025-08-17 16:34:02,,Low,Escalated,8,8,3,True
422,2025-09-29 15:46:45,2025-09-29 18:45:35,Low,Closed,4,7,3,True
423,2025-09-23 17:59:33,,Low,In Progress,5,7,7,True
424,2026-01-15 17:01:04,2026-01-15 20:09:19,Low,Resolved,3,10,4,True
425,2025-07-21 10:02:41,2025-07-21 13:49:57,Medium,Closed,10,8,8,True
426,2025-06-23 14:55:06,,Critical,Open,7,4,4,True
427,2026-01-19 19:19:04,,Medium,In Progress,5,7,1,True
428,2026-05-04 14:30:07,2026-05-04 16:30:31,Low,Closed,6,9,1,True
429,2025-11-20 15:07:52,2025-11-20 22:39:37,Medium,Resolved,4,4,5,True
430,2025-08-06 18:57:09,2025-08-07 07:07:38,High,Resolved,5,8,1,True
431,2026-02-26 12:05:36,2026-02-27 07:47:53,High,Closed,7,2,2,True
432,2025-07-30 16:06:21,2025-07-31 08:08:05,High,Resolved,8,9,7,True
433,2025-05-30 11:00:44,2025-05-30 20:54:13,High,Resolved,7,3,4,True
434,2025-11-20 08:38:57,2025-11-20 16:48:59,Medium,Resolved,4,4,8,True
435,2025-06-11 07:42:54,,Medium,In Progress,2,1,6,True
436,2026-01-21 18:38:09,2026-01-22 01:09:09,Low,Resolved,2,3,5,True
437,2025-10-01 13:52:03,2025-10-02 09:58:39,Critical,Closed,4,2,5,True
438,2026-02-22 07:06:03,2026-02-22 12:12:57,Low,Closed,10,9,4,False
439,2026-01-20 03:50:34,2026-01-20 06:51:54,Medium,Resolved,6,5,7,True
440,2025-11-05 12:22:04,2025-11-05 17:49:33,Medium,Resolved,5,8,3,True
441,2025-12-11 07:07:22,2025-12-11 09:22:44,Low,Resolved,1,5,5,True
442,2026-04-03 09:30:58,2026-04-03 16:12:44,Low,Resolved,3,8,8,True
443,2026-01-03 02:38:49,,High,In Progress,5,1,5,True
444,2025-09-14 15:04:36,2025-09-14 17:19:32,Low,Closed,5,2,3,True
445,2025-09-11 14:56:21,2025-09-12 02:25:49,Medium,Resolved,3,6,1,True
446,2026-03-26 08:28:54,2026-03-28 05:41:25,Critical,Resolved,4,6,1,True
447,2026-03-23 13:05:11,2026-03-23 13:35:11,Low,Resolved,5,6,3,True
448,2025-10-26 05:35:02,2025-10-29 02:03:54,Critical,Closed,6,1,8,True
449,2025-09-30 11:17:18,2025-09-30 19:31:40,Medium,Resolved,1,2,5,True
450,2025-08-16 15:20:26,2025-08-17 06:06:29,Medium,Resolved,1,1,2,True
451,2025-07-18 17:03:39,2025-07-18 19:48:03,Low,Resolved,6,8,1,True
452,2026-04-08 14:36:15,2026-04-09 02:03:36,Medium,Resolved,10,10,6,True
453,2025-10-27 17:21:18,2025-10-27 17:51:18,Medium,Closed,5,8,4,True
454,2026-01-18 15:06:28,2026-01-19 08:15:38,High,Resolved,10,2,6,True
455,2025-12-27 14:24:18,2025-12-27 17:28:38,Low,Resolved,10,4,4,True
456,2026-01-06 16:49:21,2026-01-06 21:54:02,Medium,Resolved,9,6,4,True
457,2025-10-02 17:03:57,2025-10-02 23:03:04,Medium,Resolved,1,10,7,True
458,2025-11-20 13:39:39,,High,Open,7,3,3,True
459,2025-07-02 16:32:08,2025-07-03 02:51:30,Medium,Resolved,3,7,6,True
460,2026-04-29 13:44:08,2026-04-30 00:08:03,Medium,Resolved,5,2,5,True
461,2025-07-21 13:53:56,2025-07-22 04:42:37,Medium,Resolved,2,3,8,True
462,2026-03-04 20:22:08,2026-03-05 20:07:26,Critical,Closed,4,1,3,False
463,2026-01-25 15:27:48,2026-01-25 17:40:51,Low,Resolved,5,10,7,True
464,2025-11-04 06:17:09,2025-11-04 15:26:34,Medium,Closed,4,9,5,True
465,2026-03-16 04:55:59,2026-03-16 08:08:43,Low,Resolved,10,2,3,True
466,2025-11-26 14:36:26,2025-11-26 18:47:01,Low,Resolved,6,2,5,True
467,2026-03-07 00:52:02,2026-03-08 00:13:01,Critical,Closed,4,10,5,True
468,2025-06-03 05:22:53,2025-06-03 09:33:58,Medium,Resolved,4,5,8,True
469,2025-12-03 15:55:05,2025-12-04 10:19:47,Medium,Closed,2,5,4,True
470,2026-02-09 17:10:55,,High,In Progress,8,7,4,True
471,2025-11-24 11:30:57,2025-11-24 18:28:13,Medium,Resolved,4,1,3,True
472,2025-09-07 13:00:37,2025-09-08 09:18:32,High,Resolved,6,7,8,True
473,2025-10-05 08:16:21,,Medium,Open,3,7,5,True
474,2026-02-15 09:20:27,2026-02-15 19:50:10,High,Closed,9,4,6,True
475,2025-08-21 22:06:30,2025-08-23 02:58:28,High,Resolved,1,8,6,True
476,2026-02-04 09:57:12,,Medium,In Progress,1,2,2,True
477,2025-09-08 08:31:18,2025-09-08 13:06:42,Low,Closed,10,5,7,False
478,2025-08-21 08:58:34,2025-08-21 12:56:45,Low,Resolved,4,3,7,True
479,2026-05-26 13:17:59,2026-05-26 22:21:48,Medium,Closed,10,3,1,True
480,2026-03-29 10:00:17,2026-03-29 15:24:46,Medium,Resolved,5,8,7,True
481,2026-01-29 06:12:25,,Medium,Escalated,3,7,1,True
482,2025-12-30 13:42:09,2025-12-30 18:47:09,High,Resolved,8,4,3,True
483,2025-08-29 08:50:33,2025-08-29 23:20:05,High,Closed,4,8,4,True
484,2025-11-02 17:42:25,,Medium,Escalated,1,6,1,True
485,2026-03-10 17:01:53,2026-03-11 20:16:24,High,Resolved,7,2,1,True
486,2026-04-12 10:50:38,2026-04-12 16:07:19,Low,Closed,2,1,5,True
487,2025-11-10 18:43:43,2025-11-11 01:04:40,Low,Resolved,4,2,4,True
488,2026-01-14 08:07:18,2026-01-14 12:10:45,Low,Closed,3,4,1,True
489,2026-03-26 14:05:54,2026-03-26 16:53:11,Low,Resolved,2,2,7,True
490,2025-08-16 11:33:09,2025-08-16 15:38:09,Low,Closed,5,8,3,True
491,2025-11-07 10:12:02,2025-11-07 20:40:20,Medium,Closed,4,5,6,True
492,2025-11-24 23:48:24,2025-11-25 02:56:19,Low,Resolved,6,9,4,True
493,2025-07-29 07:03:02,2025-07-29 19:37:53,High,Closed,8,8,3,True
494,2026-03-12 15:11:08,2026-03-13 03:55:00,Medium,Resolved,5,1,2,True
495,2025-08-26 01:20:41,2025-08-26 05:46:53,Low,Resolved,10,4,6,True
496,2026-01-10 13:09:18,,Medium,In Progress,2,2,8,True
497,2025-08-15 07:44:31,2025-08-15 11:33:23,Low,Resolved,2,6,5,True
498,2026-05-15 15:54:58,2026-05-16 01:49:18,Medium,Closed,3,10,3,True
499,2025-06-03 08:11:08,,Medium,In Progress,10,8,5,True
500,2025-11-06 22:54:57,2025-11-06 23:33:07,Low,Closed,6,3,1,True
